order_id,customer_id,order_date,payment_method,order_amount
785,141,2023-05-09,COD,2710
786,25,2023-12-30,COD,3975
787,45,2023-09-18,UPI,1204
788,122,2023-01-03,UPI,2636
789,147,2023-04-14,UPI,4299
790,55,2023-08-12,Card,3954
791,100,2023-11-16,UPI,3594
792,173,2023-12-28,Card,2014
793,136,2023-12-20,UPI,3172
794,119,2023-01-10,Card,1106
795,53,2023-10-29,COD,506
796,183,2023-08-19,NetBanking,266
797,32,2023-08-07,COD,608
798,51,2023-03-07,COD,1761
799,44,2023-04-22,UPI,3764
800,82,2023-01-13,Card,3589
